P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY
"28,49",2019,1%,1.05,0.86,0.34,"3,12","50,41","1,76","12,23","6,79","0,41",6%,"0,42",6%,1%,6%,"12,15","6,75","0,91%"
"34,54",2020,1%,1.28,0.92,0.27,"1,90","51,90","1,26","9,73","4,87","0,29",6%,"0,28",4%,1%,4%,"16,12","8,07","1,08%"
