P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY
"8,31",2018,33%,"0,82","3,12","2,38","2,74","32,48","0,70","4,60","3,68","0,37",75%,"2,77",8%,4%,9%,"8,58","6,85","1,76%"
"11,62",2019,38%,"0,82","4,17","3,55","3,25","34,40","1,10","6,88","5,44","0,58",81%,"4,40",9%,5%,10%,"7,32","5,78","1,06%"
"8,69",2020,33%,"0,87","2,70","2,37","2,75","34,38","0,70","4,69","3,61","0,35",79%,"2,85",8%,4%,9%,"8,35","6,44","0,00%"
