P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY
"30,46",2012,15%,"0,25","1,47","0,58","1,52","16,72","2,77","25,47","18,89","1,64",23%,"4,42",9%,5%,7%,"44,45","32,97","0,00%"
"20,37",2013,26%,"0,21","1,74","0,87","1,93","9,74","4,03","18,87","15,82","2,59",33%,"5,24",20%,13%,16%,"19,03","15,95","1,48%"
"25,12",2014,27%,"0,08","1,53","0,48","0,62","7,05","2,20","24,18","19,50","1,63",34%,"6,67",9%,6%,7%,"10,57","8,52","13,81%"
"11,00",2015,27%,"0,06","1,40","0,34","0,87","7,72","1,24","10,28","8,21","0,92",36%,"2,92",11%,8%,9%,"7,26","5,79","1,68%"
"11,62",2016,36%,"0,04","2,12","1,08","1,15","8,52","1,57","12,00","9,82","1,23",42%,"4,13",13%,11%,11%,"5,37","4,40","2,03%"
"16,03",2017,34%,"0,02","2,63","1,28","1,15","9,27","1,98","17,81","14,30","1,62",38%,"5,43",12%,10%,10%,"5,36","4,30","2,34%"
"10,48",2018,23%,"0,48","2,17","1,01","0,85","9,73","0,91","11,71","8,47","0,48",28%,"2,41",9%,5%,5%,"12,54","9,06","4,40%"
"77,34",2019,3%,"0,76","1,63","0,30","0,15","9,63","1,19","18,46","11,99","0,55",22%,"2,67",2%,1%,3%,"21,40","13,90","0,52%"
"-225,08",2020,-1%,"0,66","1,97","0,89","-0,03","11,13","0,55","12,89","8,38","0,28",18%,"1,49",0%,0%,2%,"25,11","16,32","0,49%"
