P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY,tick
26.5,2017,0.02,1.4,2.17,0.9,2.83,17.47,4.29,14.45,10.27,1.47,0.05,0.52,0.16,0.06,0.15,9.41,6.69,0.0229,UGPA3
26.13,2018,0.01,1.55,2.56,1.07,2.04,17.61,3.02,15.71,10.98,0.97,0.03,0.33,0.12,0.04,0.09,15.02,10.49,0.0274,UGPA3
70.18,2019,0.0,1.62,2.9,1.0,0.36,8.84,2.88,22.01,13.29,0.91,0.02,0.32,0.04,0.01,0.06,23.8,14.37,0.0353,UGPA3
58.68,2020,0.0,1.96,2.78,1.09,0.3,8.54,2.04,14.32,8.75,0.59,0.02,0.22,0.03,0.01,0.05,24.1,14.73,0.0253,UGPA3
16.81,2012,0.16,0.02,2.96,0.61,0.67,3.36,3.33,15.09,13.2,2.7,0.2,2.65,0.2,0.16,0.2,4.66,4.07,0.0125,UCAS3
27.0,2013,0.05,0.0,2.48,0.24,0.21,3.1,1.84,27.0,17.03,1.48,0.09,1.47,0.07,0.05,0.06,17.15,10.82,0.0857,UCAS3
-52.65,2014,-0.01,0.0,1.56,0.39,-0.05,2.91,0.82,-11.28,-29.87,0.59,-0.02,0.65,-0.02,-0.01,-0.06,-16.01,-42.38,0.06280000000000001,UCAS3
8.12,2015,0.06,0.0,1.76,0.53,0.21,3.0,0.57,14.21,6.08,0.43,0.08,0.51,0.07,0.05,0.03,27.27,11.67,0.064,UCAS3
-6.99,2016,-0.13,0.0,1.98,0.71,-0.36,2.63,0.96,-5.6,-8.47,0.72,-0.11,0.91,-0.14,-0.1,-0.15,-7.3,-11.05,0.0,UCAS3
-23.98,2017,-0.04,0.0,2.21,0.76,-0.11,2.53,1.01,-11.99,-40.87,0.78,-0.03,1.07,-0.04,-0.03,-0.08,-15.87,-54.08,0.0,UCAS3
46.76,2018,0.03,0.0,2.88,1.12,0.06,2.59,1.09,93.51,17.84,0.87,0.07,1.26,0.02,0.02,0.01,106.56,20.33,0.0,UCAS3
17.56,2019,0.13,0.0,2.1,1.12,0.29,2.42,2.09,15.89,11.61,1.46,0.19,2.24,0.12,0.08,0.13,8.82,6.44,0.0,UCAS3
16.92,2020,0.1,0.0,2.81,1.11,0.23,2.42,1.59,15.86,10.87,1.23,0.16,1.75,0.09,0.07,0.1,13.13,9.0,0.0,UCAS3
-27.01,1998,-0.01,0.54,1.34,0.0,-0.01,1.21,0.15,13.51,0.0,0.06,0.0,0.25,-0.01,0.0,0.0,1684.02,0.0,0.0,RAPT4
-2.48,1999,-0.05,0.68,1.09,0.0,-0.17,1.13,0.38,1.65,0.0,0.14,0.0,0.13,-0.15,-0.06,0.09,86.82,0.0,0.0233,RAPT4
4.5,2000,0.03,1.09,1.27,0.0,0.11,1.13,0.43,1.5,0.0,0.15,0.0,0.12,0.09,0.03,0.11,71.98,0.0,0.0,RAPT4
3.15,2001,0.04,0.87,1.46,0.0,0.2,1.19,0.53,1.24,0.0,0.2,0.0,0.14,0.17,0.06,0.17,45.08,0.0,0.047599999999999996,RAPT4
4.58,2002,0.05,0.99,1.4,0.0,0.27,1.24,1.01,1.89,0.0,0.32,0.0,0.23,0.22,0.07,0.18,34.9,0.0,0.032,RAPT4
3.98,2003,0.1,0.78,1.65,0.0,0.72,1.76,1.64,2.91,0.0,0.6,0.0,0.38,0.41,0.15,0.22,23.35,0.0,0.0104,RAPT4
6.11,2004,0.11,0.55,1.73,0.0,1.22,2.67,2.8,4.03,0.0,1.16,0.0,0.69,0.46,0.19,0.32,12.52,0.0,0.0308,RAPT4
6.77,2005,0.09,0.57,1.75,0.0,1.13,3.36,2.28,4.94,4.22,0.98,0.14,0.59,0.34,0.15,0.22,15.28,13.05,0.0405,RAPT4
7.95,2006,0.1,0.38,2.14,0.0,1.21,4.52,2.12,6.1,5.22,1.11,0.15,0.77,0.27,0.14,0.2,13.96,11.95,0.0292,RAPT4
10.92,2007,0.1,0.51,1.73,0.0,1.58,5.42,3.18,8.08,7.02,1.54,0.16,1.09,0.29,0.14,0.2,10.87,9.44,0.018600000000000002,RAPT4
3.21,2008,0.1,0.61,2.03,0.0,1.95,6.73,0.93,2.2,1.92,0.45,0.17,0.33,0.29,0.14,0.21,8.61,7.51,0.0526,RAPT4
11.54,2009,0.09,0.72,2.78,0.0,1.35,7.51,2.08,10.26,8.32,0.97,0.12,1.01,0.18,0.08,0.1,16.97,13.76,0.0263,RAPT4
8.44,2010,0.09,0.83,2.46,1.34,1.46,6.71,1.83,6.58,5.56,0.8,0.14,0.8,0.22,0.09,0.2,7.42,6.28,0.024399999999999998,RAPT4
5.39,2011,0.09,0.8,2.39,1.04,1.58,7.72,1.1,4.46,3.75,0.51,0.13,0.49,0.2,0.09,0.17,7.93,6.67,0.0305,RAPT4
29.99,2012,0.03,1.0,1.95,0.8,0.42,7.7,1.65,18.21,10.92,0.71,0.08,0.87,0.05,0.02,0.06,24.01,14.39,0.0173,RAPT4
8.99,2013,0.07,1.59,2.63,1.22,1.28,6.81,1.69,6.2,4.91,0.56,0.13,0.65,0.19,0.06,0.13,9.98,7.91,0.0209,RAPT4
5.79,2014,0.07,1.48,2.88,1.46,0.82,5.79,0.82,3.88,2.93,0.29,0.13,0.38,0.14,0.05,0.12,11.7,8.83,0.056600000000000004,RAPT4
0.0,2015,0.0,1.95,2.12,1.15,0.0,5.27,0.47,19.43,4.56,0.14,0.05,0.24,0.0,0.0,0.01,121.92,28.62,0.0163,RAPT4
-108.45,2016,0.0,1.29,2.45,1.46,-0.03,5.47,0.63,56.81,-11.94,0.25,-0.04,0.45,-0.01,0.0,0.01,185.05,-38.88,0.0,RAPT4
23.61,2017,0.04,1.16,1.96,1.04,0.3,5.52,1.3,12.98,8.04,0.5,0.1,0.84,0.06,0.02,0.06,20.03,12.41,0.005600000000000001,RAPT4
14.11,2018,0.05,1.39,2.2,1.09,0.66,5.91,1.57,7.33,5.72,0.55,0.13,0.75,0.11,0.04,0.12,10.03,7.83,0.011899999999999999,RAPT4
15.34,2019,0.06,1.32,2.49,1.32,0.87,6.29,2.13,8.71,6.95,0.73,0.13,0.91,0.14,0.05,0.13,7.8,6.23,0.020099999999999996,RAPT4
12.24,2020,0.05,1.27,2.65,1.23,0.77,6.48,1.46,6.57,5.45,0.51,0.12,0.64,0.12,0.04,0.12,8.82,7.32,0.0286,RAPT4
17.64,2017,0.03,0.19,1.03,0.3,0.86,6.63,2.3,9.73,7.98,0.89,0.08,0.6,0.13,0.05,0.16,10.95,8.98,0.0,CRFB3
19.26,2018,0.03,0.14,1.07,0.29,0.94,7.08,2.55,11.51,9.22,0.98,0.07,0.66,0.13,0.05,0.15,10.68,8.56,0.019299999999999998,CRFB3
34.9,2019,0.02,0.3,1.1,0.28,0.67,7.41,3.15,16.66,12.03,1.03,0.06,0.77,0.09,0.03,0.1,12.66,9.14,0.0021,CRFB3
30.28,2020,0.02,0.39,1.16,0.09,0.63,7.63,2.49,13.57,9.76,0.9,0.06,0.61,0.08,0.03,0.08,14.69,10.57,0.0005,CRFB3
4.72,2002,0.09,1.62,1.0,0.0,7.31,38.73,0.89,1.97,0.0,0.27,0.0,0.43,0.19,0.06,0.15,15.26,0.0,0.0675,GGBR4
7.05,2003,0.1,1.29,1.23,0.0,8.65,32.8,1.86,5.06,0.0,0.63,0.0,0.68,0.26,0.09,0.14,16.55,0.0,0.041299999999999996,GGBR4
4.28,2004,0.17,0.84,1.82,0.0,11.1,25.79,1.84,3.04,0.0,0.75,0.0,0.72,0.43,0.18,0.28,6.44,0.0,0.048,GGBR4
5.3,2005,0.15,0.75,2.9,0.0,7.41,22.94,1.71,3.98,3.34,0.79,0.24,0.82,0.32,0.15,0.22,7.09,5.95,0.0593,GGBR4
6.59,2006,0.15,0.71,2.56,0.0,5.3,19.22,1.82,5.77,4.61,0.86,0.21,0.98,0.28,0.13,0.16,8.08,6.45,0.0407,GGBR4
7.99,2007,0.14,0.96,2.32,0.0,6.5,25.12,2.07,6.98,5.51,0.83,0.2,1.12,0.26,0.1,0.13,7.95,6.27,0.0254,GGBR4
4.32,2008,0.12,0.93,2.45,0.0,3.48,17.63,0.85,2.63,2.13,0.36,0.24,0.51,0.2,0.08,0.14,5.73,4.64,0.0823,GGBR4
41.15,2009,0.04,0.66,2.94,0.0,0.71,15.49,1.88,48.82,15.97,0.93,0.1,1.56,0.05,0.02,0.02,44.6,14.59,0.0103,GGBR4
13.87,2010,0.08,0.73,2.58,0.43,1.63,13.39,1.69,9.36,6.16,0.8,0.18,1.09,0.12,0.06,0.09,9.82,6.46,0.0168,GGBR4
11.78,2011,0.06,0.52,2.56,0.68,1.23,15.55,0.93,8.59,5.32,0.49,0.13,0.7,0.08,0.04,0.07,11.26,6.97,0.022799999999999997,GGBR4
20.37,2012,0.04,0.51,2.1,0.32,0.88,16.93,1.06,12.99,7.3,0.57,0.11,0.8,0.05,0.03,0.05,15.11,8.5,0.0167,GGBR4
18.44,2013,0.04,0.52,2.51,0.58,0.99,18.79,0.98,11.34,6.53,0.54,0.12,0.78,0.05,0.03,0.05,12.99,7.48,0.0125,GGBR4
10.97,2014,0.03,0.59,2.66,0.75,0.87,19.51,0.49,5.63,3.19,0.26,0.12,0.38,0.04,0.02,0.05,12.75,7.21,0.026099999999999998,GGBR4
-1.71,2015,-0.11,0.83,2.82,0.88,-2.72,18.95,0.25,-2.44,-12.91,0.11,-0.01,0.18,-0.14,-0.07,-0.05,-13.33,-70.51,0.0473,GGBR4
-6.44,2016,-0.08,0.85,2.06,0.71,-1.68,14.12,0.77,-11.35,20.65,0.34,0.02,0.49,-0.12,-0.05,-0.04,-23.1,42.02,0.0046,GGBR4
-63.17,2017,-0.01,0.69,2.33,0.44,-0.2,13.89,0.89,19.34,6.67,0.42,0.09,0.58,-0.01,-0.01,0.03,33.09,11.41,0.004,GGBR4
10.96,2018,0.05,0.57,2.06,0.39,1.35,15.08,0.98,6.3,4.29,0.5,0.13,0.55,0.09,0.05,0.09,8.61,5.87,0.0169,GGBR4
28.21,2019,0.03,0.59,2.46,0.85,0.71,15.8,1.27,10.8,6.54,0.64,0.13,0.87,0.04,0.02,0.07,10.38,6.29,0.013999999999999999,GGBR4
25.96,2020,0.03,0.68,2.03,0.59,0.57,17.05,0.87,9.61,5.35,0.42,0.12,0.66,0.03,0.02,0.05,14.01,7.79,0.009399999999999999,GGBR4
-136.14,2011,-0.05,0.19,1.63,1.34,-0.12,7.45,2.25,363.03,53.25,1.53,0.12,6.44,-0.02,-0.01,0.01,609.8,89.45,0.0,QUAL3
223.47,2012,0.03,0.15,0.92,0.47,0.09,7.56,2.8,69.83,23.12,1.81,0.26,6.07,0.01,0.01,0.03,93.62,31.0,0.0,QUAL3
-599.85,2013,-0.01,0.11,1.3,0.89,-0.04,7.55,2.98,25.86,14.67,1.85,0.34,5.0,0.0,0.0,0.09,31.02,17.61,0.0,QUAL3
53.91,2014,0.09,0.23,1.96,1.19,0.52,8.6,3.23,18.68,12.26,2.01,0.42,5.09,0.06,0.04,0.14,17.95,11.78,0.0,QUAL3
15.95,2015,0.14,0.27,1.49,0.85,0.89,7.27,1.94,9.16,6.02,1.13,0.37,2.24,0.12,0.07,0.15,17.66,11.6,0.0304,QUAL3
12.72,2016,0.21,0.3,1.23,0.68,1.51,7.41,2.6,10.86,19.35,1.5,0.14,2.73,0.2,0.12,0.17,15.08,26.86,0.0883,QUAL3
23.15,2017,0.19,0.26,2.54,1.39,1.34,8.19,3.79,14.71,10.7,2.54,0.4,4.32,0.16,0.11,0.22,12.11,8.81,0.044199999999999996,QUAL3
9.17,2018,0.21,0.26,0.94,0.47,1.41,8.31,1.55,5.56,3.73,1.03,0.51,1.89,0.17,0.11,0.24,11.34,7.61,0.0559,QUAL3
26.68,2019,0.2,0.93,1.96,1.04,1.39,5.02,7.39,17.39,10.69,3.12,0.49,5.26,0.28,0.12,0.23,13.48,8.29,0.0353,QUAL3
20.07,2020,0.18,0.87,2.12,1.18,1.3,5.3,4.91,12.91,7.74,2.12,0.47,3.62,0.24,0.11,0.22,14.04,8.42,0.025,QUAL3
-16.26,2009,-0.09,0.45,1.13,0.39,-1.69,16.43,1.67,-15.4,22.69,0.68,0.07,1.52,-0.1,-0.04,-0.05,-7.59,11.18,0.0,OIBR3
4.69,2010,0.19,0.39,1.27,0.61,3.27,18.8,0.82,3.76,2.63,0.34,0.34,0.9,0.17,0.07,0.12,2.5,1.75,0.0,OIBR3
6.99,2011,0.11,0.77,1.42,0.82,1.67,17.56,0.67,4.5,2.7,0.22,0.28,0.76,0.1,0.03,0.07,4.37,2.62,0.025699999999999997,OIBR3
9.21,2012,0.07,2.95,1.24,0.4,0.99,6.3,1.45,3.46,2.06,0.24,0.32,0.65,0.16,0.03,0.08,6.79,4.05,0.16699999999999998,OIBR3
4.34,2013,0.05,3.11,1.14,0.19,0.83,6.41,0.56,1.23,0.68,0.09,0.34,0.23,0.13,0.02,0.08,7.33,4.05,0.22440000000000002,OIBR3
-1.78,2014,-0.16,1.86,1.16,0.06,-5.13,22.49,0.41,1.38,0.77,0.08,0.36,0.28,-0.23,-0.04,0.06,6.88,3.83,0.0,OIBR3
-0.37,2015,-0.2,4.16,1.49,0.65,-6.48,17.45,0.14,0.73,0.25,0.02,0.28,0.07,-0.37,-0.06,0.04,18.13,6.29,0.0,OIBR3
-0.31,2016,-0.27,3.86,0.44,0.13,-8.62,15.08,0.17,35.6,0.34,0.03,0.25,0.08,-0.57,-0.09,0.0,758.07,7.25,0.0,OIBR3
-0.45,2017,-0.28,-4.03,0.35,0.1,-8.06,-16.36,-0.22,-1.27,1.09,0.04,0.12,0.13,0.49,-0.1,-0.04,-22.65,19.45,0.0,OIBR3
0.12,2018,1.12,0.72,1.99,0.43,10.02,9.32,0.13,-0.58,5.66,0.05,0.02,0.14,1.08,0.38,-0.09,-3.36,32.6,0.0,OIBR3
-0.56,2019,-0.45,1.02,1.52,0.19,-1.53,2.99,0.29,-1.72,1.31,0.07,0.19,0.25,-0.51,-0.13,-0.05,-7.32,5.59,0.0,OIBR3
-0.35,2020,-0.81,2.11,1.68,0.54,-2.69,1.95,0.48,-1.49,-7.42,0.07,-0.04,0.28,-1.38,-0.22,-0.06,-6.46,-32.13,0.0,OIBR3
-8.55,2002,-0.12,0.47,1.3,0.0,-1.17,17.27,0.58,47.18,0.0,0.32,0.0,1.03,-0.07,-0.04,0.01,337.26,0.0,0.035,CPLE6
21.89,2003,0.06,0.4,1.1,0.0,0.62,17.75,0.77,35.11,0.0,0.41,0.0,1.24,0.03,0.02,0.01,182.13,0.0,0.0,CPLE6
8.0,2004,0.1,0.35,0.73,0.0,1.45,18.93,0.61,5.32,0.0,0.32,0.0,0.81,0.08,0.04,0.07,32.12,0.0,0.0138,CPLE6
9.47,2005,0.11,0.36,1.06,0.0,1.9,20.57,0.87,6.18,4.36,0.45,0.23,1.01,0.09,0.05,0.08,24.36,17.17,0.0206,CPLE6
5.44,2006,0.23,0.39,1.17,0.0,4.59,24.29,1.03,4.35,3.5,0.57,0.36,1.27,0.19,0.11,0.14,12.67,10.22,0.018799999999999997,CPLE6
6.44,2007,0.21,0.28,1.74,0.0,4.16,27.29,0.98,4.65,3.65,0.59,0.37,1.35,0.15,0.09,0.13,12.33,9.69,0.0403,CPLE6
5.99,2008,0.2,0.22,1.82,0.0,4.01,30.3,0.79,4.5,3.52,0.5,0.34,1.2,0.13,0.08,0.11,13.15,10.3,0.0429,CPLE6
9.65,2009,0.19,0.18,2.08,0.0,3.84,33.19,1.12,7.44,5.78,0.73,0.31,1.8,0.12,0.08,0.1,13.96,10.85,0.044500000000000005,CPLE6
11.23,2010,0.15,0.18,1.64,0.94,3.69,41.27,1.01,10.99,7.21,0.64,0.23,1.65,0.09,0.06,0.07,16.4,10.75,0.0154,CPLE6
9.05,2011,0.15,0.18,1.8,0.79,4.3,44.1,0.88,7.83,5.57,0.56,0.25,1.37,0.1,0.06,0.08,13.16,9.35,0.0416,CPLE6
11.9,2012,0.09,0.26,1.65,0.76,2.66,45.67,0.69,8.66,5.6,0.41,0.18,1.02,0.06,0.03,0.06,18.42,11.9,0.023700000000000002,CPLE6
7.58,2013,0.12,0.35,1.4,0.64,4.03,47.24,0.65,6.81,4.57,0.36,0.2,0.91,0.09,0.05,0.06,16.09,10.79,0.0747,CPLE6
7.36,2014,0.1,0.44,1.29,0.3,4.88,50.0,0.72,5.75,4.2,0.38,0.17,0.71,0.1,0.05,0.07,12.98,9.48,0.066,CPLE6
5.25,2015,0.09,0.53,1.45,0.39,4.63,53.29,0.46,3.48,2.57,0.23,0.18,0.45,0.09,0.04,0.08,12.16,8.98,0.0383,CPLE6
7.89,2016,0.07,0.58,0.78,0.23,3.47,55.38,0.49,3.66,5.61,0.25,0.1,0.57,0.06,0.03,0.07,12.18,18.64,0.045700000000000005,CPLE6
6.1,2017,0.08,0.63,0.93,0.18,4.09,56.75,0.44,3.18,2.37,0.21,0.21,0.49,0.07,0.03,0.07,12.14,9.06,0.1186,CPLE6
5.79,2018,0.1,0.71,1.0,0.31,5.28,59.7,0.51,3.49,2.66,0.23,0.21,0.56,0.09,0.04,0.07,11.21,8.54,0.038,CPLE6
9.16,2019,0.13,0.66,1.48,0.55,7.54,64.31,1.07,5.92,4.41,0.49,0.26,1.16,0.12,0.05,0.09,8.14,6.06,0.0055000000000000005,CPLE6
8.49,2020,0.13,0.62,1.53,0.58,7.56,66.17,0.97,5.51,4.3,0.46,0.25,1.07,0.11,0.05,0.09,8.0,6.24,0.0,CPLE6
-5.14,2002,-0.12,2.93,0.54,0.0,-1.44,6.07,1.22,2.19,0.0,0.27,0.0,0.63,-0.24,-0.05,0.13,105.71,0.0,0.0,CCRO3
11.89,2003,0.16,1.94,0.49,0.0,2.17,7.63,3.38,6.11,0.0,0.96,0.0,1.92,0.28,0.08,0.16,83.74,0.0,0.013600000000000001,CCRO3
22.09,2004,0.18,1.08,1.04,0.0,2.63,10.75,5.41,10.99,0.0,2.04,0.0,4.0,0.24,0.09,0.19,56.08,0.0,0.0274,CCRO3
14.62,2005,0.26,1.09,1.04,0.0,5.06,13.79,5.37,9.28,6.79,2.18,0.56,3.82,0.37,0.15,0.24,37.6,27.54,0.0405,CCRO3
21.03,2006,0.26,1.12,1.7,0.0,1.37,3.92,7.37,13.6,9.75,3.04,0.56,5.42,0.35,0.14,0.23,35.66,25.56,0.0305,CCRO3
18.69,2007,0.25,1.23,1.64,0.0,1.47,4.06,6.77,9.86,7.68,2.62,0.61,4.71,0.36,0.14,0.27,27.34,21.3,0.048,CCRO3
13.14,2008,0.27,2.32,0.6,0.0,1.8,3.98,5.94,6.96,5.53,1.52,0.63,3.48,0.45,0.12,0.22,23.7,18.84,0.0635,CCRO3
27.38,2009,0.21,1.74,1.54,0.0,1.46,6.59,6.05,11.9,9.24,1.94,0.62,5.7,0.22,0.07,0.17,22.83,17.74,0.0379,CCRO3
30.44,2010,0.15,2.14,0.57,0.39,1.54,7.11,6.59,12.16,10.25,1.62,0.43,4.45,0.22,0.05,0.15,20.13,16.96,0.0412,CCRO3
23.66,2011,0.18,2.16,0.47,0.26,0.52,1.82,6.71,9.48,7.96,1.68,0.53,4.2,0.28,0.07,0.19,15.33,12.87,0.1489,CCRO3
28.76,2012,0.21,2.43,0.43,0.24,0.68,1.9,10.21,13.75,11.3,2.4,0.53,5.95,0.36,0.08,0.19,14.41,11.85,0.0308,CCRO3
22.9,2013,0.23,2.37,0.55,0.38,0.78,1.97,9.0,11.51,9.54,2.24,0.55,5.22,0.39,0.1,0.22,13.1,10.86,0.0416,CCRO3
20.12,2014,0.18,2.85,0.56,0.35,0.77,2.08,7.41,9.5,7.65,1.58,0.48,3.68,0.37,0.08,0.19,13.12,10.56,0.0519,CCRO3
28.12,2015,0.09,3.62,0.5,0.31,0.45,2.21,5.68,8.12,6.24,1.02,0.42,2.61,0.2,0.04,0.14,14.86,11.42,0.0478,CCRO3
17.19,2016,0.16,3.91,0.59,0.39,0.93,2.35,6.8,6.55,5.44,1.15,0.52,2.82,0.4,0.07,0.2,9.78,8.12,0.043899999999999995,CCRO3
15.98,2017,0.17,1.99,1.09,0.82,1.01,4.81,3.36,7.32,5.64,0.93,0.48,2.7,0.21,0.06,0.15,10.47,8.07,0.039599999999999996,CCRO3
35.46,2018,0.07,2.02,0.94,0.6,0.32,4.17,2.68,9.63,5.93,0.73,0.39,2.33,0.08,0.02,0.09,18.18,11.19,0.0536,CCRO3
26.85,2019,0.13,2.26,1.09,0.77,0.71,4.18,4.54,10.81,6.98,1.15,0.52,3.62,0.17,0.04,0.13,12.05,7.79,0.0406,CCRO3
20.89,2020,0.12,2.09,0.96,0.67,0.67,4.5,3.09,7.94,5.05,0.83,0.51,2.6,0.15,0.04,0.12,12.04,7.66,0.0553,CCRO3
10.86,2010,0.1,0.81,2.15,1.2,0.48,3.17,1.64,9.68,7.05,0.76,0.15,1.05,0.15,0.07,0.12,21.03,15.32,0.0385,FRAS3
7.05,2011,0.08,0.92,2.35,1.26,0.44,3.42,0.91,7.56,4.95,0.41,0.12,0.58,0.13,0.06,0.08,28.42,18.6,0.0613,FRAS3
23.9,2012,0.04,1.11,1.73,0.82,0.25,3.59,1.69,12.19,7.24,0.69,0.13,0.94,0.07,0.03,0.08,25.58,15.19,0.0181,FRAS3
19.14,2013,0.06,1.03,2.89,1.36,0.42,3.95,2.04,11.82,7.69,0.86,0.15,1.12,0.11,0.04,0.1,19.01,12.37,0.0187,FRAS3
11.14,2014,0.06,0.99,2.5,1.23,0.37,3.26,1.26,7.76,4.9,0.54,0.14,0.67,0.11,0.05,0.1,19.22,12.12,0.0268,FRAS3
8.63,2015,0.06,0.88,1.92,0.81,0.44,3.46,1.1,5.79,3.88,0.49,0.14,0.54,0.13,0.06,0.12,15.69,10.51,0.0342,FRAS3
14.46,2016,0.08,0.33,3.32,2.21,0.3,3.55,1.22,11.19,7.6,0.78,0.15,1.16,0.08,0.05,0.14,10.08,6.85,0.0231,FRAS3
17.94,2017,0.08,0.28,2.07,1.15,0.3,3.6,1.49,17.67,10.96,0.86,0.13,1.4,0.08,0.05,0.08,13.05,8.09,0.0541,FRAS3
11.0,2018,0.08,0.45,2.1,0.62,0.42,3.8,1.21,7.1,5.45,0.66,0.16,0.88,0.11,0.06,0.12,8.95,6.86,0.05,FRAS3
35.43,2019,0.03,0.5,2.14,0.62,0.16,3.58,1.59,11.48,7.54,0.77,0.12,0.91,0.04,0.02,0.08,12.03,7.91,0.019299999999999998,FRAS3
32.76,2020,0.03,0.47,2.46,0.49,0.16,3.81,1.38,10.42,7.4,0.69,0.11,0.83,0.04,0.02,0.08,12.4,8.8,0.0209,FRAS3
11.43,2017,0.31,0.0,0.54,0.2,1.03,1.04,11.22,7.59,6.99,3.06,0.51,3.54,0.98,0.27,0.46,7.11,6.55,0.0418,WIZS3
6.03,2018,0.32,0.0,0.6,0.26,1.16,1.1,6.37,3.72,0.0,2.33,0.0,1.92,1.06,0.39,0.76,5.75,0.0,0.0742,WIZS3
10.04,2019,0.33,0.0,0.53,0.18,1.41,1.23,11.52,6.1,0.0,3.85,0.0,3.32,1.15,0.38,0.74,4.7,0.0,0.0786,WIZS3
7.97,2020,0.32,0.0,0.7,0.37,1.38,1.55,7.07,4.82,0.0,2.68,0.0,2.52,0.89,0.34,0.72,4.61,0.0,0.0602,WIZS3
11.55,2004,0.19,0.68,1.94,0.0,0.66,1.88,4.07,10.96,0.0,1.91,0.0,2.14,0.35,0.17,0.18,217.4,0.0,0.0013,WEGE3
12.09,2005,0.15,0.98,1.65,0.0,0.62,2.22,3.38,11.49,9.3,1.4,0.2,1.84,0.28,0.12,0.13,233.88,189.21,0.0373,WEGE3
15.65,2006,0.17,0.91,2.04,0.0,0.83,2.51,5.17,15.18,0.0,2.15,0.0,2.67,0.33,0.14,0.15,178.3,0.0,0.0246,WEGE3
26.42,2007,0.16,0.93,1.76,0.0,0.95,3.02,8.35,22.46,18.34,3.19,0.23,4.15,0.32,0.12,0.15,136.56,111.52,0.0206,WEGE3
13.22,2008,0.13,0.97,1.74,0.0,0.95,3.59,3.48,9.29,7.45,1.34,0.23,1.71,0.26,0.1,0.15,114.4,91.78,0.0384,WEGE3
20.33,2009,0.13,0.78,2.18,0.0,0.91,3.84,4.79,18.37,13.96,2.13,0.19,2.71,0.24,0.1,0.12,152.38,115.82,0.023399999999999997,WEGE3
25.4,2010,0.12,0.68,2.47,1.32,0.86,5.71,3.82,22.48,17.21,1.8,0.18,3.08,0.15,0.07,0.13,154.11,117.94,0.0252,WEGE3
19.15,2011,0.12,0.89,2.13,1.07,0.98,6.3,2.98,17.53,13.68,1.28,0.16,2.24,0.16,0.07,0.11,140.71,109.77,0.0304,WEGE3
25.21,2012,0.11,0.65,1.9,0.85,1.07,6.7,4.03,20.71,16.46,1.89,0.16,2.71,0.16,0.07,0.14,115.14,91.5,0.0204,WEGE3
22.88,2013,0.12,0.69,2.66,1.31,1.36,7.48,4.16,19.12,15.72,1.91,0.18,2.83,0.18,0.08,0.16,91.73,75.4,0.022099999999999998,WEGE3
25.66,2014,0.12,0.8,2.4,1.24,1.19,6.37,4.8,22.56,18.35,2.09,0.17,3.15,0.19,0.08,0.15,84.83,69.01,0.0235,WEGE3
20.66,2015,0.12,0.84,2.74,1.27,0.72,3.82,3.92,20.8,16.32,1.69,0.15,2.47,0.19,0.08,0.13,80.78,63.36,0.0355,WEGE3
22.18,2016,0.12,0.72,2.78,1.45,0.7,3.76,4.12,23.52,17.79,1.85,0.15,2.67,0.19,0.08,0.13,86.98,65.78,0.0252,WEGE3
34.11,2017,0.12,0.59,2.18,1.06,0.71,4.24,5.69,32.93,26.54,2.78,0.15,4.09,0.17,0.08,0.14,78.16,63.01,0.0149,WEGE3
27.35,2018,0.11,0.48,1.87,0.7,0.64,3.74,4.69,24.41,20.18,2.39,0.15,3.08,0.17,0.09,0.14,61.77,51.07,0.0194,WEGE3
44.52,2019,0.12,0.26,2.17,0.75,0.78,4.25,8.15,39.36,32.41,4.64,0.17,5.45,0.18,0.1,0.16,49.68,40.9,0.0098,WEGE3
52.88,2020,0.13,0.25,2.14,0.59,0.85,4.71,9.52,47.06,38.98,5.42,0.17,6.66,0.18,0.1,0.15,46.24,38.29,0.0085,WEGE3
3.14,2010,3.95,0.68,0.74,0.55,5.78,19.42,0.94,2.12,2.12,0.5,5.87,12.42,0.3,0.16,0.25,5.08,5.08,0.0017000000000000001,BRPR3
9.91,2011,0.98,0.56,4.88,4.26,1.87,20.51,0.9,4.55,4.54,0.52,2.14,9.71,0.09,0.05,0.14,7.56,7.55,0.0059,BRPR3
6.48,2012,1.95,0.66,1.12,0.68,3.94,25.72,0.99,3.49,3.49,0.52,3.62,12.61,0.15,0.08,0.15,4.02,4.02,0.0075,BRPR3
78.98,2013,0.08,0.72,1.21,0.81,0.24,25.58,0.73,7.89,7.88,0.36,0.77,6.08,0.01,0.0,0.05,12.77,12.76,0.0274,BRPR3
11.45,2014,0.32,0.69,1.84,1.16,0.9,20.35,0.5,3.57,3.57,0.26,1.03,3.66,0.04,0.02,0.08,9.42,9.41,0.5893,BRPR3
-3.26,2015,-1.08,0.77,2.0,1.6,-2.58,15.77,0.53,-36.39,-36.79,0.27,-0.1,3.52,-0.16,-0.08,-0.01,-99.54,-100.63,0.2648,BRPR3
74.56,2016,0.06,0.71,1.77,1.52,0.1,15.86,0.47,16.09,15.99,0.24,0.3,4.81,0.01,0.0,0.02,49.48,49.16,0.0,BRPR3
